News Title,Publisher name,Image url,Publisher image url,Publisher rectangle url,Updated,Link
New tax: Malaysians to pay extra 10 pct for online overseas shopping below RM500 from April,The Borneo Post,https://image.luminews.my/7j5zqv93qydhq465ke9mfcvphbfq,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,4 hours ago,https://www.theborneopost.com/2023/01/09/new-tax-malaysians-to-pay-extra-10-pct-for-online-overseas-shopping-below-rm500-from-april/
Israel's call to ban ‘Farha’ shows they are afraid of their own shadow,Sinar Daily,https://image.luminews.my/nc3p5pmq3549nspz20zidhxgro6v,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,4 hours ago,https://www.sinardaily.my/article/187937/malaysia/exclusives/israels-call-to-ban-farha-shows-they-are-afraid-of-their-own-shadow
Malaysia's new ambassador to Iran presents his credentials to President Seyyed Ebrahim Raisi,New Straits Times,https://image.luminews.my/mdmm9591igp6a20rwyw97hn9hh8m,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,4 hours ago,https://www.nst.com.my/news/nation/2023/01/868509/malaysias-new-ambassador-iran-presents-his-credentials-president-seyyed
Shopee: Sellers optimistic about e-commerce opportunities in 2023,The Malaysian Reserve,https://image.luminews.my/2bpxm5mvnt4l8l64vixb2opgc9aa,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,4 hours ago,https://themalaysianreserve.com/2023/01/09/shopee-sellers-optimistic-about-e-commerce-opportunities-in-2023/
Takaful Ikhlas presents business tithe to PPZ-MAIWP,The Malaysian Reserve,https://image.luminews.my/q5bocvy9jcz75gknghgbkjb1luaj,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,4 hours ago,https://themalaysianreserve.com/2023/01/09/takaful-ikhlas-presents-business-tithe-to-ppz-maiwp/
Waste-to-energy: The preferred approach for Malaysia’s waste management,The Malaysian Reserve,https://image.luminews.my/p8x7l6q3to3782zdgco69e51sasm,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,4 hours ago,https://themalaysianreserve.com/2023/01/09/waste-to-energy-the-preferred-approach-for-malaysias-waste-management/
Maszlee tipped for comeback via education council,FMT News,https://image.luminews.my/f2olem20d1oa171bz8ap1ed5je13,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,5 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/maszlee-tipped-for-comeback-via-education-council/
"The people are angry, fed up, tired of power hungry leaders'",New Straits Times,https://image.luminews.my/aghy4pg87j27q4svob1u89rvwmr5,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,5 hours ago,https://www.nst.com.my/news/nation/2023/01/868500/people-are-angry-fed-tired-power-hungry-leaders
Time to impose Prosperity Tax 2.0 on banks,The Malaysian Reserve,https://image.luminews.my/77thixaweq4apdjtbtn4vhgv4zz0,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,5 hours ago,https://themalaysianreserve.com/2023/01/09/time-to-impose-prosperity-tax-2-0-on-banks/
"Make use of public parks for healthy lifestyle, says Lee",The Borneo Post,https://image.luminews.my/u0g80x1fw9lup649krwif90l2d4e,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,5 hours ago,https://www.theborneopost.com/2023/01/09/make-use-of-public-parks-for-healthy-lifestyle-says-lee/
Risda Sarawak tasked with encouraging rural youths to become entrepreneurs,The Borneo Post,https://image.luminews.my/ceu8thnlbdjy3tjbux6ux4sc9y12,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,5 hours ago,https://www.theborneopost.com/2023/01/09/risda-sarawak-tasked-with-encouraging-rural-youths-to-become-entrepreneurs/
Bomba Miri kept busy as a bee in hive-removal operations,The Borneo Post,https://image.luminews.my/2ot7wegb5bhlqgf0889m1pmvmsm0,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,5 hours ago,https://www.theborneopost.com/2023/01/09/bomba-miri-kept-busy-as-a-bee-in-hive-removal-operations/
"Lantern sellers all smiles this CNY, happy with brisk sales",The Borneo Post,https://image.luminews.my/ankxq6n614rn1v7uyixrg5fu0nao,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,5 hours ago,https://www.theborneopost.com/2023/01/09/lantern-sellers-all-smiles-this-cny-happy-with-brisk-sales/
"Illicit and cheap liquor is the real problem, says Kula",FMT News,https://image.luminews.my/9kf9ud571aw2w37v0tcdm7or131j,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,6 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/illicit-and-cheap-liquor-is-the-real-problem-says-kula/
Bersatu waiting for RoS confirmation on Sabah chapter’s status in GRS: Hamzah,The Vibes,https://image.luminews.my/e8h07pa94axolir9x437pn6i922b,https://image.luminews.my/6s8zdom3g1ybn8psl194bno7sd5n,https://image.luminews.my/t7nf0vxw9xvmphhcy6y9klji1vkk,6 hours ago,https://www.thevibes.com/articles/news/82316/bersatu-waiting-for-ros-confirmation-on-sabah-chapters-status-in-grs-hamzah
New Sabah cabinet may be sworn in today,New Straits Times,https://image.luminews.my/t4qve2izpu03f9b1s2nagp55jhd2,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,6 hours ago,https://www.nst.com.my/news/politics/2023/01/868480/new-sabah-cabinet-may-be-sworn-today
Pork seller laments slow CNY business as prices continue to rise,The Borneo Post,https://image.luminews.my/t6nt544h6guvj0gutm21vizkc874,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,6 hours ago,https://www.theborneopost.com/2023/01/09/pork-seller-laments-slow-cny-business-as-prices-continue-to-rise/
Mirians advised to get second booster shot amidst concern of rising Covid cases during CNY,The Borneo Post,https://image.luminews.my/7u2039ajgvkunnnp050ygm9myfw8,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,6 hours ago,https://www.theborneopost.com/2023/01/09/mirians-advised-to-get-second-booster-shot-amidst-concern-of-rising-covid-cases-during-cny/
Ugak: Fire station in Sg Asap cannot be ‘under KIV’ anymore,The Borneo Post,https://image.luminews.my/dnquku11s1o426vgfx8biqjqph39,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,6 hours ago,https://www.theborneopost.com/2023/01/09/ugak-fire-station-in-sg-asap-cannot-be-under-kiv-anymore/
"KPDN Sibu records 136 cases, over RM4.5 mln in seizures in 2022",The Borneo Post,https://image.luminews.my/hq3ibc1vlwf71n3rg0rbs7k5fxax,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,6 hours ago,https://www.theborneopost.com/2023/01/09/kpdn-sibu-records-136-cases-over-rm4-5-mln-in-seizures-in-2022/
Thai Princess Bajrakitiyabha remains unconscious,Sinar Daily,https://image.luminews.my/3rmx73bjcvf4ccf4r348uynmdkr6,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,13 hours ago,https://www.sinardaily.my/article/187935/world/news/thai-princess-bajrakitiyabha-remains-unconscious
Special retreat for ministers to set KPI to be held next week - PM Anwar,Sinar Daily,https://image.luminews.my/djm4vb9h753cw27xa2tb8ku1zspv,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,13 hours ago,https://www.sinardaily.my/article/187934/malaysia/national/special-retreat-for-ministers-to-set-kpi-to-be-held-next-week---pm-anwar
"Son, elderly mother killed in crash near Semanggol",Sinar Daily,https://image.luminews.my/erl2r4fl9fc6pvvn4fvjdt5spf92,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,13 hours ago,https://www.sinardaily.my/article/187933/malaysia/national/son-elderly-mother-killed-in-crash-near-semanggol
"No change in SOP on foreign tourists arriving in Malaysia, says home minister",The Borneo Post,https://image.luminews.my/cekw5s0mdcjm5s1z5qqbgjrq8p37,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,14 hours ago,https://www.theborneopost.com/2023/01/08/no-change-in-sop-on-foreign-tourists-arriving-in-malaysia-says-home-minister/
"Anwar witness several, MoUs, LOIs and MoC in maiden visit as Prime Minister to Jakarta",The Malaysian Reserve,https://image.luminews.my/2edjr76fte512p2spu440fusww7k,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,14 hours ago,https://themalaysianreserve.com/2023/01/08/anwar-witness-several-mous-lois-and-moc-in-maiden-visit-as-prime-minister-to-jakarta/
Malaysia-Indonesia’s 2022 trade likely to exceed 30% y-o-y growth,The Malaysian Reserve,https://image.luminews.my/x100smycgbeqcjucd8jft2y7xxyc,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,14 hours ago,https://themalaysianreserve.com/2023/01/08/malaysia-indonesias-2022-trade-likely-to-exceed-30-y-o-y-growth/
"Indonesia a true friend and I’ll never forget, says Anwar",FMT News,https://image.luminews.my/brt8kl97etoyhflwjr3l0ypgm1s9,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,14 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/08/indonesia-a-true-friend-and-ill-never-forget-says-anwar/
No change in SOP on foreign tourists arriving in Malaysia – Saifuddin Nasution,The Malaysian Reserve,https://image.luminews.my/7diy2rs10eh3ftp54irmr2w6zf1g,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,14 hours ago,https://themalaysianreserve.com/2023/01/08/no-change-in-sop-on-foreign-tourists-arriving-in-malaysia-saifuddin-nasution/
Ministers to table performance reviews to PM Anwar next week,New Straits Times,https://image.luminews.my/3jb7c7fp6fvegbxunwxvspzuocnq,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,14 hours ago,https://www.nst.com.my/news/nation/2023/01/868459/ministers-table-performance-reviews-pm-anwar-next-week
"No mercy on elite who enrich their clans, says Anwar",FMT News,https://image.luminews.my/hhc9t67qb5bufok5nu69z4dj8bsv,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,14 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/08/report-card-day-for-ministers-at-retreat-next-week/
Shell says European windfall taxes to cost $2 billion,Sinar Daily,https://image.luminews.my/wk1byrqm5vv2ksjare478dr1gk88,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,14 hours ago,https://www.sinardaily.my/article/187931/world/news/shell-says-european-windfall-taxes-to-cost-2-billion
